product_name,brand,material_composition,hts_code,tariff_rate,country,base_price
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,45.46
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,5.03
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,12.77
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,12.78
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,34.77
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,88.09
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,30.35
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,5.42
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,31.34
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,42.97
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,47.91
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,60.25
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,90.92
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,14.91
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,40.26
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,52.39
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,52.43
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,11.4
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,12.99
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,2.91
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,89.49
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,55.31
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,6.11
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,70.25
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,97.78
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,71.97
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,99.03
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,34.14
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,79.06
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,43.09
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,66.56
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,12.69
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,60.17
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,56.42
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,59.71
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,22.85
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,31.92
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,97.57
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,64.56
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,76.85
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,43.58
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,85.76
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,68.85
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,93.5
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,17.78
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,9.63
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,55.64
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,3.84
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,86.85
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,48.75
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,62.47
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,14.72
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,94.93
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,82.03
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,55.13
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,42.12
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,30.67
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,75.99
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,67.37
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,34.74
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,76.4
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,41.96
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,9.37
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,80.92
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,51.96
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,51.44
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,85.67
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,97.36
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,34.76
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,75.35
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,75.34
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,64.66
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,76.33
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,39.89
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,84.61
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,9.9
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,62.47
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,56.15
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,97.17
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,69.05
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,90.54
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,46.24
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,68.7
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,37.38
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,32.68
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,34.65
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,22.44
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,20.05
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,77.15
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,79.75
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,64.75
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,77.0
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,17.11
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,48.31
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,57.54
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,3.61
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,14.75
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,77.01
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,87.97
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,53.74
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,86.86
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,46.64
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,28.38
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,39.77
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,80.24
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,2.0
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,66.08
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,98.17
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,37.15
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,34.53
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,90.49
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,54.56
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,1.53
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,94.07
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,17.69
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,16.0
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,32.7
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,84.36
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,99.04
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,64.99
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,90.06
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,98.06
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,90.81
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,24.6
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,42.93
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,54.1
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,28.92
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,22.42
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,85.63
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,27.92
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,53.08
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,8.19
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,16.41
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,42.33
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,91.91
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,25.92
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,36.35
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,39.66
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,57.73
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,74.63
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,81.96
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,13.34
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,86.91
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,13.54
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,91.33
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,21.64
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,47.94
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,59.51
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,3.07
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,36.69
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,90.37
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,95.83
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,12.47
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,59.08
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,52.15
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,12.42
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,96.7
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,27.34
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,47.04
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,22.18
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,24.59
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,86.68
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,23.83
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,80.45
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,81.07
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,72.52
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,61.4
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,22.59
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,86.2
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,66.83
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,26.08
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,27.39
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,6.07
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,95.71
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,95.32
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,3.94
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,88.37
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,5.1
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,80.14
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,25.05
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,96.79
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,28.69
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,50.67
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,70.96
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,42.64
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,75.67
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,69.59
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,1.13
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,73.76
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,5.26
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,23.54
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,35.33
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,45.37
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,93.17
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,94.08
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,13.0
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,41.32
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,17.08
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,89.22
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,48.47
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,53.52
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,47.88
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,95.79
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,13.5
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,9.07
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,59.12
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,38.68
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,19.55
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,74.12
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,97.32
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,5.31
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,64.48
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,15.66
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,37.71
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,51.04
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,9.55
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,74.41
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,21.22
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,5.08
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,84.69
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,82.48
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,68.93
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,21.92
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,6.07
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,11.4
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,6.87
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,77.66
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,57.46
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,94.23
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,71.11
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,26.32
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,29.56
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,18.71
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,46.42
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,27.07
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,32.92
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,35.65
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,89.97
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,98.23
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,49.13
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,73.28
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,67.18
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,46.49
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,24.4
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,87.5
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,74.81
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,62.31
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,66.88
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,16.89
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,44.65
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,72.28
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,75.11
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,35.16
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,23.74
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,61.72
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,34.51
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,44.62
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,25.34
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,64.39
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,97.3
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,91.01
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,38.57
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,14.32
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,52.0
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,35.33
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,11.91
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,62.59
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,49.65
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,5.68
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,14.51
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,35.93
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,41.7
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,41.52
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,85.58
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,14.55
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,5.41
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,30.79
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,83.43
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,46.49
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,68.32
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,72.13
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,73.24
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,75.74
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,63.47
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,83.61
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,84.9
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,51.19
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,38.75
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,36.34
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,31.12
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,18.15
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,26.89
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,87.8
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,54.45
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,56.55
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,3.93
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,46.06
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,91.43
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,9.1
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,56.99
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,73.56
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,6.69
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,86.34
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,64.62
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,86.77
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,80.75
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,37.24
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,9.76
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,59.87
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,15.87
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,3.17
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,92.5
